id,dur,proto,service,state,spkts,dpkts,sbytes,dbytes,rate,sttl,dttl,sload,dload,sloss,dloss,sinpkt,dinpkt,sjit,djit,swin,stcpb,dtcpb,dwin,tcprtt,synack,ackdat,smean,dmean,trans_depth,response_body_len,ct_srv_src,ct_state_ttl,ct_dst_ltm,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm,is_ftp_login,ct_ftp_cmd,ct_flw_http_mthd,ct_src_ltm,ct_srv_dst,is_sm_ips_ports,Source,Destination
1,0.0,0.0,1.0,0.1436666666666667,0.0,0.0,7.31414241680163e-06,0.0,0.08241087975276737,0.21176470588235294,0.0,0.0,0.0,0.0008937018236510622,0.0011455420374069368,0.0,0.0,0.004288274982748591,0.0011554000604242355,0.0,0.0,0.0,0.0,0.014633131534633968,0.0,0.0,0.07805986486486487,0.07751666666666666,0.0,0.00030429303741455075,0.0,0.2282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,120.204.17.14,10.133.144.172
2,0.0,0.0,1.0,0.1436666666666667,0.0,0.0,7.31414241680163e-06,0.0,0.08241087975276737,0.21176470588235294,0.0,0.0,0.0,0.0008937018236510622,0.0011455420374069368,0.0,0.0,0.004288274982748591,0.0011554000604242355,0.0,0.0,0.0,0.0,0.014633131534633968,0.0,0.0,0.07805986486486487,0.07751666666666666,0.0,0.00030429303741455075,0.015873015873015872,0.2282,0.01694915254237288,0.01694915254237288,0.02631578947368421,0.015873015873015872,0.0,0.0,0.0,0.016666666666666666,0.016129032258064516,0,120.204.17.14,10.133.144.172
3,0.0,0.0,1.0,0.1436666666666667,0.0,0.0,7.31414241680163e-06,0.0,0.08241087975276737,0.21176470588235294,0.0,0.0,0.0,0.0008937018236510622,0.0011455420374069368,0.0,0.0,0.004288274982748591,0.0011554000604242355,0.0,0.0,0.0,0.0,0.014633131534633968,0.0,0.0,0.07805986486486487,0.07751666666666666,0.0,0.00030429303741455075,0.031746031746031744,0.2282,0.03389830508474576,0.03389830508474576,0.05263157894736842,0.031746031746031744,0.0,0.0,0.0,0.03333333333333333,0.03225806451612903,0,120.204.17.14,10.133.144.172
4,0.0,0.015384615384615385,1.0,0.1436666666666667,0.0,9.07605736068252e-05,2.925656966720652e-06,3.6841129655465166e-06,0.08241087975276737,0.20784313725490197,0.5059288537549407,0.0,0.0,0.0008937018236510622,0.0011455420374069368,0.0,0.0,0.004288274982748591,0.0011554000604242355,32.12549019607843,0.0,0.15453862906432844,4.015686274509804,0.014633131534633968,0.0,0.0,0.07805986486486487,0.07751666666666666,0.0,0.00030429303741455075,0.0,0.2282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,36.152.44.95,10.133.144.172
5,6.318093504507143e-06,0.015384615384615385,1.0,0.1436666666666667,0.0,0.0001815211472136504,2.925656966720652e-06,7.368225931093033e-06,0.08241087975276737,0.20784313725490197,0.5059288537549407,3.304919826216128e-05,0.006841521612459745,0.0008937018236510622,0.0011455420374069368,0.04395813023979669,0.04568690277227683,0.004288274982748591,0.0011554000604242355,32.12549019607843,0.0,0.15453862906432844,4.015686274509804,0.014633131534633968,0.0,0.0,0.07805986486486487,0.07751666666666666,0.0,0.00030429303741455075,0.0,0.2282,0.05084745762711865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04838709677419355,0,36.152.44.95,10.133.144.172
6,0.005160420092296905,0.015384615384615385,1.0,0.1436666666666667,0.0,0.0002722817208204756,2.925656966720652e-06,1.105233889663955e-05,0.08241087975276737,0.20784313725490197,0.5059288537549407,4.0463357853572704e-08,1.6752656755662357e-05,0.0008937018236510622,0.0011455420374069368,5.38195674326936e-05,0.0001118723353850658,0.004288274982748591,0.0011554000604242355,32.12549019607843,0.0,0.15453862906432844,4.015686274509804,0.014633131534633968,0.0,0.0,0.07805986486486487,0.07751666666666666,0.0,0.00030429303741455075,0.015873015873015872,0.2282,0.11864406779661017,0.01694915254237288,0.02631578947368421,0.015873015873015872,0.0,0.0,0.0,0.016666666666666666,0.11290322580645161,0,36.152.44.95,10.133.144.172
7,0.0,0.0,1.0,0.1436666666666667,0.0,0.0,7.31414241680163e-06,0.0,0.08241087975276737,0.21176470588235294,0.0,0.0,0.0,0.0008937018236510622,0.0011455420374069368,0.0,0.0,0.004288274982748591,0.0011554000604242355,0.0,0.0,0.0,0.0,0.014633131534633968,0.0,0.0,0.07805986486486487,0.07751666666666666,0.0,0.00030429303741455075,0.047619047619047616,0.2282,0.0847457627118644,0.05084745762711865,0.07894736842105263,0.047619047619047616,0.0,0.0,0.0,0.05,0.08064516129032258,0,120.204.17.14,10.133.144.172
8,0.015240155470928728,0.015384615384615385,1.0,0.1436666666666667,0.0,0.0003630422944273008,2.925656966720652e-06,1.4736451862186066e-05,0.08241087975276737,0.20784313725490197,0.5059288537549407,1.3701167633603657e-08,8.508844941199793e-06,0.0008937018236510622,0.0011455420374069368,1.8223670858751107e-05,5.682109822250626e-05,0.004288274982748591,0.0011554000604242355,32.12549019607843,0.0,0.15453862906432844,4.015686274509804,0.014633131534633968,0.0,0.0,0.07805986486486487,0.07751666666666666,0.0,0.00030429303741455075,0.047619047619047616,0.2282,0.22033898305084745,0.05084745762711865,0.07894736842105263,0.047619047619047616,0.0,0.0,0.0,0.05,0.20967741935483872,0,36.152.44.95,10.133.144.172
9,0.03532307398205128,0.015384615384615385,1.0,0.1436666666666667,0.0,0.00045380286803412597,2.925656966720652e-06,1.8420564827732583e-05,0.08241087975276737,0.20784313725490197,0.5059288537549407,5.911374671849851e-09,4.894859748910969e-06,0.0008937018236510622,0.0011455420374069368,7.862610634610229e-06,3.268731637493495e-05,0.004288274982748591,0.0011554000604242355,32.12549019607843,0.0,0.15453862906432844,4.015686274509804,0.014633131534633968,0.0,0.0,0.07805986486486487,0.07751666666666666,0.0,0.00030429303741455075,0.09523809523809523,0.2282,0.3389830508474576,0.1016949152542373,0.15789473684210525,0.09523809523809523,0.0,0.0,0.0,0.1,0.3225806451612903,0,36.152.44.95,10.133.144.172
10,0.0,0.0,1.0,0.1436666666666667,0.0,0.0,7.31414241680163e-06,0.0,0.08241087975276737,0.21176470588235294,0.0,0.0,0.0,0.0008937018236510622,0.0011455420374069368,0.0,0.0,0.004288274982748591,0.0011554000604242355,0.0,0.0,0.0,0.0,0.014633131534633968,0.0,0.0,0.07805986486486487,0.07751666666666666,0.0,0.00030429303741455075,0.0,0.2282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,120.204.17.14,10.133.144.172
