id,dur,proto,service,state,spkts,dpkts,sbytes,dbytes,rate,sttl,dttl,sload,dload,sloss,dloss,sinpkt,dinpkt,sjit,djit,swin,stcpb,dtcpb,dwin,tcprtt,synack,ackdat,smean,dmean,trans_depth,response_body_len,ct_srv_src,ct_state_ttl,ct_dst_ltm,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm,is_ftp_login,ct_ftp_cmd,ct_flw_http_mthd,ct_src_ltm,ct_srv_dst,is_sm_ips_ports,Source,Destination,Time
39,29.9702467918396,tcp,-,1.862,4,27,264,1494,82410.88,53,128,6.60655220409837,47.647255290164,4.7536,6.3085,0.10009927581967226,0.8675270571038263,6363.075,535.18043,8192,979232284,2509064627,1024,0.05592,0,1622333176.641505,139.5286,116.275,0,1595.37188,210,1.3692,273,210,210,210,0,0,0,210,273,0,36.152.44.96,10.133.144.172,Sun May 30 08:06:06 2021
40,29.9702467918396,tcp,-,1.862,4,28,264,1548,82410.88,53,128,6.60655220409837,47.647255290164,4.7536,6.3085,0.10009927581967226,0.8675270571038263,6363.075,535.18043,8192,979232284,2509064628,1024,0.05592,0,1622333176.641505,139.5286,116.275,0,1595.37188,210,1.3692,273,210,210,210,0,0,0,210,273,0,36.152.44.96,10.133.144.172,Sun May 30 08:06:06 2021
41,30.016124963760376,tcp,-,1.862,4,29,264,1602,82410.88,53,128,8.795272551628079,51.57227996181919,4.7536,6.3085,0.13326170532769815,0.9328319372938871,6363.075,535.18043,8192,979232284,2509064628,1024,0.05592,0,1622333176.641505,139.5286,116.275,0,1595.37188,231,1.3692,299,231,231,231,0,0,0,231,299,0,36.152.44.96,10.133.144.172,Sun May 30 08:06:06 2021
42,30.31897497177124,tcp,-,1.862,4,30,264,1656,82410.88,53,128,8.70741838224411,52.83819791043585,4.7536,6.3085,0.1319305815491532,0.9564967162313606,6363.075,535.18043,8192,979232284,2509064628,1024,0.05592,0,1622333176.641505,139.5286,116.275,0,1595.37188,253,1.3692,326,253,253,253,0,0,0,253,326,0,36.152.44.96,10.133.144.172,Sun May 30 08:06:06 2021
43,30.929236888885498,tcp,-,1.862,4,31,264,1710,82410.88,53,128,8.535613114168655,53.54157317069429,4.7536,6.3085,0.12932747142679782,0.9699560357009835,6363.075,535.18043,8192,979232284,2509064628,1024,0.05592,0,1622333176.641505,139.5286,116.275,0,1595.37188,276,1.3692,354,276,276,276,0,0,0,276,354,0,36.152.44.96,10.133.144.172,Sun May 30 08:06:06 2021
44,32.13895297050476,tcp,-,1.862,4,32,264,1764,82410.88,53,128,8.214331071777094,53.206462624010726,4.7536,6.3085,0.12445956169359233,0.9645616031253407,6363.075,535.18043,8192,979232284,2509064628,1024,0.05592,0,1622333176.641505,139.5286,116.275,0,1595.37188,300,1.3692,383,300,300,300,0,0,0,300,383,0,36.152.44.96,10.133.144.172,Sun May 30 08:06:06 2021
45,34.549203872680664,tcp,-,1.862,4,33,264,1818,82410.88,53,128,7.641275931361029,51.05761645045778,4.7536,6.3085,0.11577690805092468,0.9262152644073974,6363.075,535.18043,8192,979232284,2509064628,1024,0.05592,0,1622333176.641505,139.5286,116.275,0,1595.37188,325,1.3692,413,325,325,325,0,0,0,325,413,0,36.152.44.96,10.133.144.172,Sun May 30 08:06:06 2021
46,34.549203872680664,tcp,-,1.862,4,34,264,1872,82410.88,53,128,7.641275931361029,51.05761645045778,4.7536,6.3085,0.11577690805092468,0.9262152644073974,6363.075,535.18043,8192,979232284,3732928211,0,0.05592,0,1622333176.641505,139.5286,116.275,0,1595.37188,325,1.3692,413,325,325,325,0,0,0,325,413,0,36.152.44.96,10.133.144.172,Sun May 30 08:06:06 2021
47,39.35259985923767,tcp,-,1.862,4,35,264,1926,82410.88,53,128,6.708578364436279,47.56991931145725,4.7536,6.3085,0.10164512673388301,0.8639835772380057,6363.075,535.18043,8192,979232284,2509064628,1024,0.05592,0,1622333176.641505,139.5286,116.275,0,1595.37188,351,1.3692,444,351,351,351,0,0,0,351,444,0,36.152.44.96,10.133.144.172,Sun May 30 08:06:06 2021
48,0,tcp,-,1.862,1,1,66,54,82410.88,113,128,0,0,4.7536,6.3085,0,0,6363.075,535.18043,65535,0,2386255242,517,0.05592,0,0,139.5286,116.275,0,1595.37188,0,1.3692,0,0,0,0,0,0,0,0,0,0,13.107.4.52,10.133.144.172,Sun May 30 08:06:46 2021
49,0,tcp,-,1.862,1,2,66,219,82410.88,113,128,0,0,4.7536,6.3085,0,0,6363.075,535.18043,65535,0,2386255242,517,0.05592,0,0,139.5286,116.275,0,1595.37188,0,1.3692,0,0,0,0,0,0,0,0,0,0,13.107.4.52,10.133.144.172,Sun May 30 08:06:46 2021
50,0,tcp,-,1.862,2,2,126,219,82410.88,114,128,0,0,4.7536,6.3085,0,0,6363.075,535.18043,2050,2576036329,2386255242,517,0.05592,0,1622333206.469423,139.5286,116.275,0,1595.37188,0,1.3692,0,0,0,0,0,0,0,0,0,0,13.107.4.52,10.133.144.172,Sun May 30 08:06:46 2021
51,0,tcp,-,1.862,3,2,719,219,82410.88,114,128,0,0,4.7536,6.3085,0,0,6363.075,535.18043,2050,2576036329,2386255242,517,0.05592,0,1622333206.469423,139.5286,116.275,0,1595.37188,0,1.3692,0,0,0,0,0,0,0,0,0,0,13.107.4.52,10.133.144.172,Sun May 30 08:06:46 2021
52,0.04541611671447754,tcp,-,1.862,5,4,779,219,82410.88,114,128,17152.501278289034,4822.07673933928,4.7536,6.3085,110.09307624062282,88.07446099249826,6363.075,535.18043,2050,2576036868,2386255242,517,0.05592,0,1622333206.469423,139.5286,116.275,0,1595.37188,2,1.3692,32,2,2,2,0,0,0,2,32,0,13.107.4.52,10.133.144.172,Sun May 30 08:06:46 2021
53,39.97363090515137,tcp,-,1.862,4,36,264,1992,82410.88,53,128,6.604353770774887,48.181762736789516,4.7536,6.3085,0.10006596622386192,0.8755772044587918,6363.075,535.18043,8192,979232284,1611011805,1024,0.05592,0,1622333176.641505,139.5286,116.275,0,1595.37188,378,1.3692,477,378,378,378,0,0,0,378,477,0,36.152.44.96,10.133.144.172,Sun May 30 08:06:06 2021
54,39.97363090515137,tcp,-,1.862,5,36,330,1992,82410.88,53,128,6.604353770774887,48.181762736789516,4.7536,6.3085,0.10006596622386192,0.8755772044587918,6363.075,535.18043,8192,2263324778,1611011805,1024,0.05592,0,1622333176.641505,139.5286,116.275,0,1595.37188,378,1.3692,477,378,378,378,0,0,0,378,477,0,36.152.44.96,10.133.144.172,Sun May 30 08:06:06 2021
55,39.97363090515137,tcp,-,1.862,5,37,330,2046,82410.88,53,128,6.604353770774887,48.181762736789516,4.7536,6.3085,0.10006596622386192,0.8755772044587918,6363.075,535.18043,8192,2263324778,1611011806,1024,0.05592,0,1622333176.641505,139.5286,116.275,0,1595.37188,378,1.3692,477,378,378,378,0,0,0,378,477,0,36.152.44.96,10.133.144.172,Sun May 30 08:06:06 2021
56,40.02002286911011,tcp,-,1.862,5,38,330,2100,82410.88,53,128,8.245872349431217,51.12440856647355,4.7536,6.3085,0.12493745983986693,0.9245372028150153,6363.075,535.18043,8192,2263324778,1611011806,1024,0.05592,0,1622333176.641505,139.5286,116.275,0,1595.37188,406,1.3692,511,406,406,406,0,0,0,406,511,0,36.152.44.96,10.133.144.172,Sun May 30 08:06:06 2021
